Seed,Algorithm,Model Size,Accuracy,FLOPs,Prediction Flips
0,NSGA3,2.778531502635324,0.8878010668131554,19.0,0.09687419781671751
0,NSGA3,0.8431090323006045,0.7884158734756957,19.0,0.7149567146855257
0,NSGA3,0.4293535615254762,0.9121434121505592,0.0,0.8052988911692411
0,NSGA3,1.6601271621030276,0.7800790892714041,260.0,0.40306816354006975
0,NSGA3,0.9424740214458023,0.8877498009350623,793.0,0.6183791164340386
0,NSGA3,2.605363321850536,0.7838838115248973,0.0,0.16696314352063427
0,NSGA3,0.019730614396032298,0.9521749672126428,0.0,2.0924187138417594
0,NSGA3,1.069516506817761,0.8886015148128971,40.0,0.5801321108725574
0,NSGA3,2.774602518747346,0.00010863192677493479,0.0,0.1162581293255221
0,NSGA3,1.5388495543569538,0.8790413463331673,1095.0,0.4478385079061431
0,NSGA3,1.2932734703880449,0.7868976205824536,45.0,0.5362942350202748
0,NSGA3,2.6372812281712847,0.8857928315356342,223.0,0.13137239338356152
0,NSGA3,0.022862939791638226,0.9327718445820414,264.0,1.250434938612788
0,NSGA3,1.2486153323287295,0.8854726514555159,245.0,0.5681753961991716
0,NSGA3,0.014362911371399445,0.8036056462623214,31.0,0.9387135656314869
0,NSGA3,0.051766123788592466,0.8896647427102917,1045.0,0.8969214632275337
0,NSGA3,2.4529147845063695,0.8790413463331673,796.0,0.17204018646858912
0,NSGA3,1.6493071225590932,0.00011691171867733325,0.0,0.49067439620982833
0,NSGA3,0.02833705538549358,0.00012116754236085538,13.0,1.044027589217649
0,NSGA3,0.9303951120696801,0.9307994624894004,225.0,0.985039759520084
0,NSGA3,0.20781575480294512,0.802176389610299,178.0,0.8503057273905594
0,NSGA3,1.4862320755914735,0.893827009092579,34.0,0.46296543753511094
0,NSGA3,0.9362810640359673,0.7742624919589849,61.0,0.616398533874352
1,NSGA3,2.796251561944369,0.9217994421528704,147.0,0.07853979897902656
1,NSGA3,0.015688095042268202,0.9481356020313343,0.0,1.0234671842233438
1,NSGA3,2.575064749740047,0.9208025983924852,1901.0,0.1670416670031121
1,NSGA3,1.7702552789231707,0.7567636405932391,0.0,0.36726232908936185
1,NSGA3,2.5634275438769323,0.7954721497793389,1.0,0.1472026149203444
1,NSGA3,1.0810061136401894,0.9314175828957638,2224.0,0.5164729345620198
1,NSGA3,1.774312255326902,0.8885998303377414,137.0,0.3480859664443458
1,NSGA3,0.47180988095428766,0.9282200679251756,638.0,0.6863543479115835
1,NSGA3,1.264941048386916,0.9292750853262691,469.0,0.5493544878459283
1,NSGA3,1.092378913216269,0.00011645014138109543,0.0,0.5974873553838398
1,NSGA3,0.025311935478822267,0.898793762391265,149.0,0.9024031226215518
1,NSGA3,2.1674828729957425,0.9301874133200345,0.0,0.31262666037151204
1,NSGA3,1.7906557390888516,0.9586252667576216,0.0,0.6617456669388231
1,NSGA3,0.08430300013225578,0.7670367804316635,32.0,0.8388847622151504
1,NSGA3,2.795148725871992,0.9285781566627135,455.0,0.0989478705106964
1,NSGA3,2.85839905394524,0.0001288512557408586,0.0,0.07382711602897826
1,NSGA3,0.10735593198359217,0.9290842036476628,469.0,0.9395906826270658
1,NSGA3,0.9330871398407221,0.946036231057989,0.0,0.9461817568258282
1,NSGA3,0.9016087293649968,0.8918879785617795,151.0,0.5845614136568681
1,NSGA3,2.8458760598936945,0.9195961290912239,0.0,0.08780690140850886
1,NSGA3,0.8812973928718608,0.7670367804316635,32.0,0.6127080054662604
1,NSGA3,0.13592922559525933,0.0001317222823483939,0.0,0.9455050053175528
1,NSGA3,0.2350513940446941,0.7765863417711737,179.0,0.781804708509448
2,NSGA3,1.2328523598276333,0.9306646111796504,2271.0,0.5431165908408081
2,NSGA3,1.252107266004244,0.00020390662114525544,0.0,0.6063365914802046
2,NSGA3,2.8753891846264916,0.9286800550280552,42.0,0.07350764511905175
2,NSGA3,2.584081856846003,0.9373497869420809,470.0,0.1606754820482877
2,NSGA3,0.31836464931551367,0.8298865131843486,61.0,1.0392308379188997
2,NSGA3,0.013136244554858845,0.9542731210415029,22.0,1.329206798157129
2,NSGA3,2.4898136233592933,0.9237658456443281,2062.0,0.1573980280453782
2,NSGA3,1.649567755540152,0.935768694513172,402.0,0.405723007881157
2,NSGA3,2.7592302708263725,0.00018515682961528274,2007.0,0.11626627536393878
2,NSGA3,0.08420284274426093,0.0002520744052631277,14.0,1.0837253409150993
2,NSGA3,0.9858322153301176,0.7946880930278438,57.0,0.6380458150548016
2,NSGA3,2.4444656820722583,0.7721406347756363,113.0,0.18579127997256772
2,NSGA3,2.875345690778312,0.0001933611332444769,50.0,0.06422170209139695
2,NSGA3,0.4538855949214211,0.9338967969320421,256.0,0.7161093870547885
2,NSGA3,0.0642543139912295,0.9587865214830074,2148.0,1.0308996213810118
2,NSGA3,1.406956497524769,0.9303424738897225,0.0,0.6941673209207774
2,NSGA3,0.16736816395335996,0.9448015325608126,364.0,0.8717647095841843
2,NSGA3,2.0855753159953196,0.9259707243676402,82.0,0.4130045415284514
3,NSGA3,2.6816875903667095,0.7262438674134855,90.0,0.11152490230514858
3,NSGA3,0.9207750647665449,0.9361405716933872,1343.0,0.691916321011324
3,NSGA3,1.9338360527701377,0.8368213220811033,134.0,0.42230908218151436
3,NSGA3,2.8173253014061967,0.9508199800737454,0.0,0.10232100907567485
3,NSGA3,0.006001566540730252,0.9595329927910992,28.0,1.5050579843023446
3,NSGA3,1.338812985274087,0.924367414404888,3625.0,0.5411307052456694
3,NSGA3,0.7520488142719612,0.9504143841268655,20.0,0.8481477723149073
3,NSGA3,2.3046416084578145,0.9275270757782924,0.0,0.3357681135096226
3,NSGA3,0.38629363039058484,0.00011219492827355139,58.0,0.8055875576350146
3,NSGA3,0.42977077731103774,0.9031630785703927,3957.0,0.6879657248599808
3,NSGA3,0.7784598001428331,0.7689188116103358,64.0,0.6293567036519249
3,NSGA3,2.7998357679146424,0.9502779449637032,3348.0,0.10232193906724778
3,NSGA3,1.7080875185346451,0.9340782360019144,1205.0,0.4837445196001115
3,NSGA3,1.2319697815145492,0.8153947524057671,1786.0,0.4999867191768121
3,NSGA3,0.07950873980438544,0.7988366290987381,64.0,0.8768495145292902
3,NSGA3,0.09001765333852729,0.9430652072722058,2793.0,0.8910606948887899
3,NSGA3,2.7609519733555,0.00013045451362148547,3348.0,0.10125612852655524
3,NSGA3,1.2723060255037095,0.9222054338714476,0.0,0.5571340140457923
3,NSGA3,2.719887754982079,0.7708102281439955,1560.0,0.10410673696920726
3,NSGA3,2.885066646005684,0.9101877360013384,1492.0,0.05242910494157193
3,NSGA3,0.057996131115757965,0.9394565828946289,858.0,0.8702703889368416
4,NSGA3,2.8217335570333395,0.9254937063792669,2170.0,0.07447588153725904
4,NSGA3,2.8704245662236967,0.9611174659816907,28.0,0.08415206069394998
4,NSGA3,0.676979569555419,0.00021707272742379512,13.0,0.8212300830436723
4,NSGA3,0.5102152576282042,0.9291689366698095,2472.0,0.6859547057603983
4,NSGA3,2.3194502575436218,0.9559994036188724,36.0,0.34450444759322363
4,NSGA3,1.822773485698649,0.96727104012012,2035.0,0.5169845279674081
4,NSGA3,1.7968413476971807,0.801178314157228,0.0,0.4510534810883187
4,NSGA3,2.8588190675025547,0.9314980356382166,691.0,0.07350769413086027
4,NSGA3,0.10008097377107283,0.9385245128822192,837.0,0.9698467046467852
4,NSGA3,0.15051568888993838,0.8170861598289899,449.0,0.787245114150585
4,NSGA3,0.7644371026954464,0.9584829620005754,10.0,0.8574736845584737
4,NSGA3,0.040772862209042415,0.9290976851429094,2309.0,1.031206095687371
4,NSGA3,2.577166325980053,0.8340376134983073,25.0,0.13510324243986588
4,NSGA3,0.7896696787733362,0.8712576972906314,50.0,0.6087844868560631
4,NSGA3,0.0008540884206293953,0.9558440188142341,3.0,1.193498697778566
4,NSGA3,0.08540029545267203,0.8181453630200903,26.0,1.0557825096602769
4,NSGA3,0.8215493289751752,0.9285588539494506,570.0,0.6192489993547666
4,NSGA3,1.6511149374524627,0.9594922107961986,40.0,0.6510357189403696
4,NSGA3,2.2161934996716752,0.00017197163502892073,0.0,0.2644478209423818
4,NSGA3,1.3310201168312532,0.8428844757679225,647.0,0.46635934278546487
4,NSGA3,1.9545026812027997,0.9466741718109659,682.0,0.4187232803313126
5,NSGA3,2.7260646697980038,0.9569889242105024,2620.0,0.11812773730603979
5,NSGA3,0.013807465771142002,0.9621785859728105,57.0,1.6631882404565956
5,NSGA3,0.4842858682437621,0.9570545533349588,90.0,0.8982724965927636
5,NSGA3,2.485961550945568,0.687940650914811,79.0,0.17266987831858419
5,NSGA3,0.9438430693218098,0.6275803762266615,254.0,0.5888788362411517
5,NSGA3,0.3435649224360766,0.00010318307080686007,82.0,0.8293627433849406
5,NSGA3,0.05719357568392658,0.8108029278333315,42.0,0.9234537949785316
5,NSGA3,2.7218593604786663,0.9576480634396132,838.0,0.1258394579639092
5,NSGA3,0.1276809117222566,0.9205588208713371,1540.0,0.9005045770981215
5,NSGA3,0.3235570981628886,0.9266947470923984,0.0,0.9430225435422636
5,NSGA3,0.7455733851162782,0.9238692617569327,469.0,0.7114470162109648
5,NSGA3,0.08040113846432684,0.8554695828483839,154.0,0.9907501958612147
5,NSGA3,1.2437530145623754,0.8752125589862372,396.0,0.5926246169212275
5,NSGA3,0.20523284543443054,0.6765701889962713,287.0,0.837393417600085
5,NSGA3,2.198137745843578,0.9381796841102572,55.0,0.29204538760933785
5,NSGA3,1.0745878095199508,0.9254801944281879,681.0,0.6293785463571705
5,NSGA3,2.363267010087978,0.9196889921350905,63.0,0.23491191708607004
5,NSGA3,2.8316695455409353,0.0001381487832812604,0.0,0.07794589149063179
5,NSGA3,1.3978199675194352,0.8717789516333163,0.0,0.5261368562056368
5,NSGA3,1.2791165113131988,0.7804756634840911,123.0,0.5347474134855018
5,NSGA3,0.1186979298328934,0.9194961114669012,501.0,0.9396200630774906
5,NSGA3,1.6967691353359386,0.7831563297533481,1059.0,0.3849657274481694
5,NSGA3,2.0385964827917755,0.7010859339478216,293.0,0.31590882196012
5,NSGA3,2.8365809559418977,0.9384338494636101,37.0,0.07966972750857661
5,NSGA3,0.6304999425820856,0.9174126255193616,407.0,0.7691431497265074
5,NSGA3,0.7460868583823492,0.9365233056770356,587.0,0.7085974486216391
6,NSGA3,0.005688631731149751,0.9334847395927793,9.0,1.122957985425991
6,NSGA3,0.9185231845069644,0.9454006549702683,0.0,0.9296595112974753
6,NSGA3,1.2230841804767703,0.8351567965226959,989.0,0.4916155988472085
6,NSGA3,1.764378906266538,0.7236434468259398,45.0,0.3844760960038929
6,NSGA3,0.1425414224313033,0.7884292255783218,57.0,0.8389184933330035
6,NSGA3,0.9066188248036138,0.9043368083718739,424.0,0.665908820102576
6,NSGA3,1.462842686583013,0.0001103272701718182,0.0,0.5019290979762983
6,NSGA3,1.8555307918956772,0.8915631092001891,368.0,0.3645925085326379
6,NSGA3,2.526419437808193,0.7724797679829892,34.0,0.15347637443210838
6,NSGA3,2.7069854653950483,0.9396683042572596,329.0,0.12012559232191768
6,NSGA3,2.5368832854180354,0.7115112075049561,792.0,0.15310933593355192
6,NSGA3,1.551089184802331,0.9359619877521622,3.0,0.5923338248732509
6,NSGA3,2.7874838641335287,0.9406386682145201,79.0,0.09335605305841346
6,NSGA3,1.0363150308906035,0.7074462942333349,399.0,0.5657573186767982
6,NSGA3,2.8047952275905614,0.0001152794333970764,6.0,0.08694859620880455
6,NSGA3,0.6750430176575466,0.8855531656360333,927.0,0.7481518271361187
6,NSGA3,0.02965110532288273,0.9322374475008608,480.0,1.0997702881537386
6,NSGA3,0.22237934260036418,0.6650705045893465,397.0,0.7892609140256194
6,NSGA3,2.344928416490232,0.9369180864043161,0.0,0.31301911865127885
6,NSGA3,2.6757760374305013,0.9375358955112664,871.0,0.13071274941810232
6,NSGA3,0.0003666687319667794,0.00013218325383323895,0.0,0.9729001785553674
6,NSGA3,0.8757490285659482,0.7884292255783218,57.0,0.6393806227642693
7,NSGA3,0.9105709684792713,0.6714268863017968,231.0,0.5846722328255263
7,NSGA3,2.8450148416548826,0.00018335064358354945,0.0,0.07220962510394889
7,NSGA3,0.017788916385606868,0.7402002663840396,0.0,0.9420258837933554
7,NSGA3,1.7306505897712596,0.941762119680176,408.0,0.45560722540422643
7,NSGA3,0.003629029816595075,0.0001784277012981083,0.0,1.1438608013880822
7,NSGA3,2.0849127341771565,0.941245491153774,0.0,0.35211498671031904
7,NSGA3,0.007348356685773716,0.9049631717190809,666.0,0.8257038663846304
7,NSGA3,0.07852090725353644,0.6653854724225702,249.0,0.8282389182498001
7,NSGA3,0.9885743358884702,0.9579730404833621,375.0,0.8665838368428276
7,NSGA3,0.003640223822311661,0.9435717900792916,0.0,1.2012797762361604
7,NSGA3,0.5889465848114037,0.9423811106634324,0.0,0.8128488129075839
7,NSGA3,0.0040068491065246015,0.00010778642006233573,2073.0,0.9418220724902796
7,NSGA3,2.8446526904387874,0.9199192127713487,0.0,0.07867985913443187
7,NSGA3,1.727158221234527,0.7822892659765172,58.0,0.42908891817214706
7,NSGA3,2.6300387246333137,0.7613059744469017,8.0,0.13236881989419422
7,NSGA3,0.0071658510823895405,0.9035666454811372,2251.0,0.8255260626538052
7,NSGA3,0.9378713467494659,0.9040783223300617,653.0,0.5835850673539256
7,NSGA3,2.044747524713074,0.00019876261853404682,9.0,0.34677160747475383
7,NSGA3,1.2815739245136288,0.9397212425973206,0.0,0.6008671702030366
7,NSGA3,0.1734983789637794,0.9426058750818842,207.0,0.9428140391301469
7,NSGA3,0.798490231791511,0.7770541336369408,0.0,0.6908949574851665
7,NSGA3,2.841893538544392,0.9298788527878862,368.0,0.09080117791436552
7,NSGA3,2.4808048758542336,0.9265762585578002,2388.0,0.21605256438641054
7,NSGA3,0.3525749569709209,0.00014045595336748716,397.0,0.8086618995701559
7,NSGA3,2.830002375126848,0.0001791671330551386,1915.0,0.07739959300923893
8,NSGA3,2.1452382674633603,0.9379089042862692,0.0,0.3114620180520832
8,NSGA3,0.3185877105883934,0.9366892944672269,862.0,0.893470370026637
8,NSGA3,2.8039788549792157,0.96039679637714,132.0,0.10216039897221565
8,NSGA3,0.07896702862040827,0.7762136622692316,40.0,0.8927470492739839
8,NSGA3,2.5594670847575602,0.7637966939555649,165.0,0.16404210304090158
8,NSGA3,0.37004415642630706,0.9370030857859465,256.0,0.7563644573532805
8,NSGA3,1.8137914985466117,0.7142284767904121,20.0,0.3560775465517462
8,NSGA3,0.1956973775933757,0.7166356059648522,118.0,0.8381397601379312
8,NSGA3,2.7690559560278536,0.9395814020389477,0.0,0.10321766805578309
8,NSGA3,0.03122211927146923,0.9475776921166144,0.0,1.0363718767064873
8,NSGA3,1.4025997124199543,0.9193791599178515,548.0,0.5202926397480048
