Seed,Algorithm,Model Size,Accuracy,FLOPs,Prediction Flips
0,NSGA2,0.10827967784647474,0.9682140403255473,185.0,0.04730403317044529
0,NSGA2,0.09494027358256212,0.9635170531030489,155.0,0.05836395244315711
0,NSGA2,17.438054476478897,0.974843827671793,84.0,9.29549596967556
0,NSGA2,17.4439801771766,0.9747803377341733,87.0,9.28812859317603
0,NSGA2,0.10874678504798176,0.6755412124637868,0.0,0.11500630767135496
0,NSGA2,17.438054476478897,0.974843827671793,84.0,9.29549596967556
0,NSGA2,6.595001612912495,0.9737969347490334,213.0,3.4779844979702936
0,NSGA2,0.1286708706132945,0.8574575905387323,117.0,0.08710458905585301
0,NSGA2,0.12789890445314273,0.7046984241417031,8.0,0.08690263028528619
0,NSGA2,11.863555113198817,0.9569809815972286,5.0,8.746326418830273
0,NSGA2,0.13856885051133067,0.9060766744283146,34.0,0.12721052494413873
0,NSGA2,7.716016442687289,0.974348124727798,168.0,4.2187988285519795
0,NSGA2,0.1879955294813849,0.8726690771343114,8.0,0.8440540546644791
0,NSGA2,8.984913545320259,0.9466806922775322,9.0,8.275831942311559
0,NSGA2,6.716736510195767,0.9737608829413835,207.0,2.31070734844001
0,NSGA2,4.6844211743358475,0.9428294946303107,20.0,2.685865814038002
0,NSGA2,16.036444014480807,0.9744459620333884,129.0,5.768803363628592
0,NSGA2,13.321609076332416,0.9737088649860453,73.0,7.251347144658965
0,NSGA2,2.117339430544475,0.9629502350039308,36.0,1.0882552586105225
0,NSGA2,17.02002497355817,0.974603085858093,95.0,6.045154736550311
0,NSGA2,3.437634575335916,0.9726227208511525,71.0,1.2583867489210858
0,NSGA2,3.9542905422891947,0.9334079165140549,8.0,2.5913996412354816
0,NSGA2,3.272048916958862,0.9686482998750343,26.0,1.6561513846354279
0,NSGA2,15.694314729345676,0.9744505360064767,182.0,5.40040757493766
0,NSGA2,10.378181976484662,0.974404320163705,188.0,3.8061844072413216
0,NSGA2,10.913645054846226,0.9743397501811935,178.0,3.9328922663392287
0,NSGA2,14.877341599008886,0.9737853855092202,59.0,8.04436106039921
0,NSGA2,8.017166721683916,0.9720208287051383,65.0,2.9873042854205205
0,NSGA2,0.7637562068260332,0.9188431034078793,0.0,0.9839265751509896
0,NSGA2,11.135461827252128,0.9540985469299861,10.0,5.568581858780003
